1383	383	60	1402	7	(38,17),(57,15),(110,19),(160,11),(195,13),(203,9),(219,13)
1388	384	155	1422	7	(41,12),(128,12),(227,11),(364,7),(378,14),(394,6),(520,10)
1392	385	15	1401	6	(1,18),(7,6),(21,15),(22,8),(28,5),(43,18)
1396	386	217	1560	2	(76,12),(177,10)
1398	387	291	1486	3	(118,7),(246,14),(350,20)
1398	388	127	1416	0	
1398	389	19	1405	7	(13,11),(14,9),(28,12),(42,11),(44,11),(49,16),(56,17)
1402	390	115	1448	6	(33,12),(52,12),(143,12),(196,20),(266,5),(285,13)
1408	391	239	1631	6	(42,17),(149,18),(343,6),(465,11),(702,8),(930,19)
1414	392	152	1521	3	(104,9),(182,6),(269,7)
1414	393	188	1542	8	(172,20),(283,17),(446,10),(593,11),(780,11),(864,19),(1052,5),(1177,16)
1421	394	181	1534	9	(151,13),(180,17),(290,9),(432,14),(584,16),(613,7),(689,9),(766,9),(788,6)
1424	395	95	1480	6	(65,11),(157,5),(250,13),(341,7),(414,6),(494,20)
1430	396	20	1443	2	(4,5),(19,18)
1430	397	286	1587	0	
1435	398	111	1462	7	(28,20),(68,14),(160,6),(190,5),(288,16),(312,7),(418,5)
1435	399	142	1442	8	(69,11),(173,17),(297,6),(351,14),(491,8),(619,14),(724,14),(834,5)
1442	400	130	1557	7	(120,20),(150,8),(154,13),(167,11),(248,14),(294,15),(358,15)
1445	401	96	1467	1	(20,6)
1452	402	272	1606	9	(113,19),(381,6),(503,9),(629,9),(668,14),(879,20),(912,14),(1095,19),(1183,12)
1453	403	214	1486	2	(47,18),(143,12)
1460	404	34	1469	8	(5,10),(16,8),(40,20),(57,6),(86,20),(89,15),(114,16),(146,19)
1460	405	26	1466	2	(3,6),(12,14)
1462	406	164	1588	1	(159,16)
1468	407	287	1681	6	(61,20),(256,12),(406,18),(504,7),(575,7),(819,12)
1473	408	15	1488	4	(14,15),(25,20),(28,13),(32,18)
1477	409	231	1599	8	(117,14),(251,12),(369,9),(472,5),(587,20),(664,20),(682,6),(835,14)
1481	410	87	1509	6	(9,8),(79,5),(136,10),(136,19),(197,5),(280,9)
1487	411	32	1507	5	(4,9),(27,14),(34,18),(54,5),(61,11)
1487	412	249	1735	1	(60,8)
1493	413	66	1518	5	(1,8),(48,11),(105,9),(123,17),(175,7)
1493	414	117	1553	7	(79,7),(92,9),(209,9),(217,9),(276,17),(334,19),(355,7)
1500	415	267	1626	4	(206,5),(292,17),(301,16),(417,17)
1504	416	247	1595	9	(110,6),(315,5),(389,6),(484,13),(492,12),(709,5),(825,11),(1066,14),(1287,17)
1507	417	118	1520	3	(106,8),(137,18),(243,5)
1507	418	120	1605	10	(117,5),(184,8),(231,17),(282,16),(365,8),(470,19),(523,17),(566,13),(649,7),(672,18)
1509	419	126	1528	1	(52,9)
1510	420	138	1585	0	
1514	421	225	1698	2	(3,20),(199,12)
1518	422	147	1533	5	(122,11),(211,15),(251,6),(378,11),(512,14)
1525	423	42	1567	2	(10,17),(32,19)
1525	424	186	1698	1	(143,12)
1531	425	284	1623	1	(222,15)
1535	426	298	1559	7	(150,5),(273,14),(355,18),(388,12),(441,10),(658,14),(930,6)
1540	427	59	1594	5	(21,11),(26,17),(64,13),(103,7),(151,10)
1546	428	169	1649	3	(30,10),(31,13),(71,15)
1546	429	268	1716	0	
1550	430	116	1591	0	
1556	431	131	1600	7	(35,20),(143,18),(146,9),(270,14),(367,18),(461,7),(509,14)
1556	432	66	1618	2	(27,8),(39,16)
1556	433	81	1578	1	(40,5)
1558	434	206	1591	6	(174,20),(233,13),(339,20),(525,7),(677,16),(681,11)
1562	435	69	1621	7	(11,14),(50,10),(95,13),(155,7),(170,17),(171,6),(203,11)
1567	436	264	1707	8	(34,15),(217,14),(235,11),(361,7),(460,7),(529,7),(662,8),(726,12)
1568	437	156	1718	3	(99,13),(110,16),(265,7)
1571	438	146	1660	7	(22,9),(152,13),(203,9),(208,12),(265,9),(369,7),(476,17)
1574	439	280	1798	10	(9,17),(226,7),(455,8),(577,6),(741,9),(886,8),(1131,11),(1239,19),(1317,15),(1448,7)
1578	440	189	1739	7	(185,19),(266,18),(274,16),(455,20),(529,13),(706,8),(767,12)
1580	441	197	1769	2	(157,19),(222,11)
1583	442	204	1776	2	(89,10),(155,18)
1585	443	27	1602	8	(14,9),(35,6),(37,17),(47,8),(57,9),(72,9),(76,20),(101,16)
1591	444	191	1726	7	(135,8),(233,16),(310,11),(460,20),(574,7),(576,9),(734,15)
1594	445	160	1738	6	(39,15),(90,19),(95,8),(189,19),(206,9),(226,15)
1594	446	238	1729	3	(72,19),(256,18),(341,20)
1594	447	158	1631	5	(94,15),(118,10),(234,10),(368,18),(375,16)
1595	448	88	1620	6	(83,9),(155,14),(201,17),(288,7),(297,11),(329,15)
1600	449	51	1616	3	(14,10),(15,12),(38,13)
1601	450	204	1647	2	(59,17),(204,10)
1602	451	157	1653	5	(34,19),(102,11),(164,15),(182,20),(236,20)
1604	452	145	1637	0	
1610	453	85	1618	8	(43,17),(95,9),(161,18),(202,5),(274,8),(349,17),(423,12),(505,12)
1610	454	226	1630	9	(153,12),(193,15),(276,17),(355,20),(537,7),(580,20),(610,19),(825,14),(879,7)
1617	455	40	1657	9	(26,18),(44,10),(47,19),(74,14),(114,12),(123,9),(132,20),(165,5),(195,16)
1621	456	146	1725	5	(146,19),(225,19),(318,17),(349,17),(442,12)
1623	457	131	1661	2	(21,10),(45,19)
1623	458	281	1904	5	(241,8),(243,13),(412,11),(517,11),(663,20)
1625	459	275	1704	8	(130,11),(334,17),(335,8),(407,16),(496,5),(672,10),(734,5),(947,6)
1625	460	76	1639	1	(33,7)
1627	461	129	1733	3	(19,7),(106,7),(233,9)
1631	462	12	1638	7	(11,12),(11,19),(11,16),(22,11),(29,13),(37,8),(43,19)
1635	463	107	1711	8	(50,19),(53,19),(96,7),(105,9),(151,19),(157,9),(161,20),(233,10)
1636	464	298	1795	9	(3,18),(33,6),(246,15),(465,10),(736,17),(897,5),(974,11),(1045,14),(1102,14)
1642	465	28	1656	0	
1643	466	92	1731	0	
1643	467	85	1714	1	(85,13)
1650	468	149	1720	7	(81,20),(108,19),(193,19),(243,16),(249,12),(325,12),(419,16)
1656	469	271	1705	2	(210,18),(419,20)
1661	470	27	1674	6	(7,16),(24,10),(30,17),(53,19),(76,14),(101,9)
1662	471	262	1827	0	
1669	472	52	1688	3	(23,14),(27,14),(59,7)
1675	473	160	1806	1	(106,9)
1681	474	59	1689	3	(47,17),(90,5),(146,18)
1683	475	72	1739	6	(25,13),(79,18),(121,14),(124,10),(174,13),(200,6)
1689	476	78	1714	9	(21,11),(59,9),(71,17),(118,17),(160,15),(165,18),(186,5),(255,8),(305,11)
1695	477	272	1872	6	(243,18),(302,14),(354,10),(535,11),(612,19),(645,20)
1699	478	226	1916	8	(156,16),(221,20),(307,20),(366,20),(410,9),(507,6),(710,11),(766,16)
1700	479	249	1908	1	(141,5)
1701	480	182	1878	3	(182,13),(209,13),(214,6)
1708	481	36	1729	3	(9,13),(9,20),(32,7)
1711	482	252	1797	8	(93,16),(226,9),(393,5),(517,20),(635,6),(723,16),(902,13),(1133,7)
1711	483	184	1801	6	(82,7),(106,8),(134,9),(275,11),(426,7),(432,20)
1715	484	129	1724	3	(108,18),(185,16),(246,14)
1716	485	88	1781	8	(49,14),(123,5),(141,15),(190,20),(270,15),(280,17),(285,14),(288,11)
1718	486	38	1751	2	(23,17),(29,13)
1720	487	210	1744	0	
1720	488	196	1774	8	(172,14),(311,14),(350,5),(546,16),(648,17),(821,5),(1015,15),(1133,6)
1724	489	298	1958	5	(213,10),(253,10),(267,15),(308,14),(315,7)
1731	490	160	1786	2	(16,11),(127,12)
1732	491	60	1765	1	(39,6)
1736	492	29	1743	6	(5,13),(29,19),(45,8),(50,15),(68,17),(72,15)
1736	493	250	1753	6	(11,10),(87,16),(160,18),(257,17),(499,11),(601,6)
1741	494	79	1819	2	(45,7),(70,7)
1742	495	146	1784	9	(145,20),(286,14),(324,8),(400,17),(458,16),(484,17),(570,6),(608,17),(636,5)
1747	496	222	1945	4	(79,6),(121,11),(249,14),(279,7)
1748	497	155	1822	2	(53,19),(79,6)
1748	498	240	1975	2	(156,12),(316,9)
1753	499	173	1823	6	(13,19),(160,10),(175,16),(237,6),(292,8),(455,20)
1753	500	232	1974	2	(89,14),(314,14)
SIGKILL TIMES
112	5
272	185
435	367
533	228
635	263
699	313
770	413
900	432
1014	283
1173	34
1259	493
1386	96
1418	93
1573	225
1608	174
1690	243
1737	181
1740	164
